"","Team","Player","College","Play_Yrs","Games","Year","Pick"
"5908","DAL","Myron Jackson","University of Arkansas at Little Rock",1,8,1986,85
"5909","DET","Chauncey Robinson","Mississippi State University",NA,NA,1986,86
"5910","DEN","Anthony Watson","San Diego State University",NA,NA,1986,87
"5911","ATL","Efrem Winters","University of Illinois at Urbana-Champaign",NA,NA,1986,88
"5912","HOU","Conner Henry","University of California, Santa Barbara",2,93,1986,89
"5913","PHI","Wes Stallings","East Tennessee State University",NA,NA,1986,90
"5914","SAC","Bob Beecher","Virginia Polytechnic Institute and State University",NA,NA,1986,91
"5915","LAL","Dale Blaney","West Virginia University",NA,NA,1986,92
"5916","BOS","Tony Benford","Texas Tech University",NA,NA,1986,93
"5917","NYK","Jerome Mincey","University of Alabama at Birmingham",NA,NA,1986,94
"5918","IND","Richard Rellford","University of Michigan",1,4,1986,95
"5919","CLE","Ben Davis","Gardner-Webb University",NA,NA,1986,96
"5920","GSW","Clinton Smith","Cleveland State University",2,46,1986,97
"5921","CHI","Jimmy Gilbert","Texas A&M University",NA,NA,1986,98
"5922","SEA","Dominic Pressley","Boston College",1,13,1986,99
"5923","LAC","Steffond Johnson","San Diego State University",1,29,1986,100
"5924","PHO","Greg Spurling","Carson-Newman College",NA,NA,1986,101
"5925","SAS","Earl Kelley","University of Connecticut",NA,NA,1986,102
"5926","SAC","Keith Morrison","Washington State University",NA,NA,1986,103
"5927","WSB","Paul Fortier","University of Washington",NA,NA,1986,104
"5928","NJN","Archie Johnson","University of Alabama at Birmingham",NA,NA,1986,105
"5929","POR","Jerry Adams","University of Oregon",NA,NA,1986,106
"5930","UTA","Kerry Boagni","California State University, Fullerton",NA,NA,1986,107
"5931","DAL","Jay Bilas","Duke University",NA,NA,1986,108
"5932","DET","Clarence Hanley","Old Dominion University",NA,NA,1986,109
"5933","DEN","Jon Collins","Eastern Illinois University",NA,NA,1986,110
"5934","ATL","Nicky Jones","Virginia Commonwealth University",NA,NA,1986,111
"5935","HOU","Andre Banks","University of Iowa",NA,NA,1986,112
"5936","PHI","Kevin Holmes","DePaul University",NA,NA,1986,113
"5937","MIL","Bobby Deaton","Southwstern University",NA,NA,1986,114
"5938","LAL","Roger Harden","University of Kentucky",NA,NA,1986,115
"5939","BOS","Dave Colbert","University of Dayton",NA,NA,1986,116
"5940","NYK","Butch Wade","University of Michigan",NA,NA,1986,117
"5941","IND","Jeff Hall","University of Louisville",NA,NA,1986,118
"5942","CLE","Gilbert Wilburn","New Mexico State University",NA,NA,1986,119
"5943","CHI","Pete Myers","University of Arkansas at Little Rock",9,377,1986,120
"5944","GSW","Bobby Lee Hurt","University of Alabama",NA,NA,1986,121
"5945","SEA","Curtis Kitchen","University of South Florida",1,6,1986,122
"5946","PHO","Jim McCaffrey","College of the Holy Cross",NA,NA,1986,123
"5947","LAC","Tim Kempton","University of Notre Dame",8,280,1986,124
"5948","SAS","Kevin Lewis","Southern Methodist University",NA,NA,1986,125
"5949","SAC","John Flowers","University of Nevada, Las Vegas",NA,NA,1986,126
"5950","NJN","Troy Webster","George Washington University",NA,NA,1986,127
"5951","WSB","Lorenzo Duncan","Sam Houston State University",NA,NA,1986,128
"5952","POR","Tony Hampton","Montana State University",NA,NA,1986,129
"5953","UTA","Chuck Everson","Villanova University",NA,NA,1986,130
"5954","DAL","Greg Anderson","Lamar University",NA,NA,1986,131
"5955","DET","Greg Grant","Utah State University",NA,NA,1986,132
"5956","DEN","Anthony Frederick","Pepperdine University",3,147,1986,133
"5957","ATL","Alexander Volkov",NA,2,149,1986,134
"5958","HOU","Robert Worthy","Myers University",NA,NA,1986,135
"5959","PHI","Andre McCloud","Seton Hall University",NA,NA,1986,136
"5960","MIL","John Kimbrell","Lipscomb University",NA,NA,1986,137
"5961","LAL","Walter Downing","Marquette University",NA,NA,1986,138
"5962","BOS","Greg Wendt","University of Detroit Mercy",NA,NA,1986,139
"5963","NYK","Duane Kendall","University of South Carolina",NA,NA,1986,140
"5964","IND","Steve Woodside","Oregon State University",NA,NA,1986,141
"5965","CLE","Ralph Dalton","Georgetown University",NA,NA,1986,142
"5966","GSW","Steve Kenilvort","Santa Clara University",NA,NA,1986,143
"5967","CHI","Robert Henderson","University of Michigan",NA,NA,1986,144
"5968","SEA","Glen McCants","Clemson University",NA,NA,1986,145
"5969","LAC","Johnny Brown","University of New Mexico",NA,NA,1986,146
"5970","PHO","Damon Goodwin","University of Dayton",NA,NA,1986,147
"5971","SAS","Michael Anderson","University of Texas-Pan American",NA,NA,1986,148
"5972","SAC","Ron Rankin","Southeast Missouri State University",NA,NA,1986,149
"5973","WSB","Joe Price","University of Notre Dame",NA,NA,1986,150
"5974","NJN","Jim Dolan","University of Notre Dame",NA,NA,1986,151
"5975","POR","Randy Schiff","Linfield College",NA,NA,1986,152
"5976","UTA","Mark Mitchell","University of Hartford",NA,NA,1986,153
"5977","DAL","Kim Cooksey","Middle Tennessee State University",NA,NA,1986,154
"5978","DET","Larry Polec","Michigan State University",NA,NA,1986,155
"5979","DEN","Mike Marshall","McNeese State University",NA,NA,1986,156
"5980","ATL","Valerie Tikhonenko",NA,NA,NA,1986,157
"5981","HOU","Rick Olson","University of Wisconsin",NA,NA,1986,158
"5982","PHI","Dan Palombizio","Ball State University",NA,NA,1986,159
"5983","MIL","Jeff Strong","University of Missouri",NA,NA,1986,160
"5984","LAL","Mark Coleman","Mississippi Valley State University",NA,NA,1986,161
"5985","BOS","Tom Ivey","Boston University",NA,NA,1986,162
"5986","SAS","David Robinson","United States Naval Academy",14,987,1987,1
"5987","PHO","Armen Gilliam","University of Nevada, Las Vegas",13,929,1987,2
"5988","NJN","Dennis Hopson","Ohio State University",5,334,1987,3
"5989","LAC","Reggie Williams","Georgetown University",10,599,1987,4
"5990","SEA","Scottie Pippen","University of Central Arkansas",17,1178,1987,5
"5991","SAC","Kenny Smith","University of North Carolina",10,737,1987,6
"5992","CLE","Kevin Johnson","University of California",12,735,1987,7
"5993","CHI","Olden Polynice","University of Virginia",15,1058,1987,8
"5994","SEA","Derrick McKey","University of Alabama",15,937,1987,9
"5995","CHI","Horace Grant","Clemson University",17,1165,1987,10
"5996","IND","Reggie Miller","University of California, Los Angeles",18,1389,1987,11
"5997","WSB","Muggsy Bogues","Wake Forest University",14,889,1987,12
"5998","LAC","Joe Wolf","University of North Carolina",11,592,1987,13
"5999","GSW","Tellis Frank","Western Kentucky University",5,264,1987,14
"6000","UTA","Jose Ortiz","Oregon State University",2,64,1987,15
"6001","PHI","Chris Welp","University of Washington",3,109,1987,16
"6002","POR","Ronnie Murphy","Jacksonville University",1,18,1987,17
"6003","NYK","Mark Jackson","St. John's University",17,1296,1987,18
"6004","LAC","Ken Norman","University of Illinois at Urbana-Champaign",10,646,1987,19
"6005","DAL","Jim Farmer","University of Alabama",5,136,1987,20
"6006","ATL","Dallas Comegys","DePaul University",2,142,1987,21
"6007","BOS","Reggie Lewis","Northeastern University",6,450,1987,22
"6008","SAS","Greg Anderson","University of Houston",10,680,1987,23
"6009","DET","Fred Banks","University of Nevada, Las Vegas",NA,NA,1987,24
"6010","NYK","Ron Moore","West Virginia State University",1,14,1987,25
"6011","DAL","Steve Alford","Indiana University",4,169,1987,26
"6012","SAS","Nate Blackwell","Temple University",1,10,1987,27
"6013","CHI","Rickie Winslow","University of Houston",1,7,1987,28
"6014","POR","Lester Fonville","Jackson State University",NA,NA,1987,29
"6015","POR","Nikita Wilson","Louisiana State University",1,15,1987,30
"6016","DEN","Andre Moore","Loyola University of Chicago",1,10,1987,31
"6017","MIL","Bob McCann","Morehead State University",5,178,1987,32
"6018","CHI","Tony White","University of Tennessee",1,49,1987,33
"6019","IND","Brian Rowsom","University of North Carolina at Wilmington",3,82,1987,34
"6020","HOU","Doug Lee","Purdue University",3,73,1987,35
"6021","WSB","Duane Washington","Middle Tennessee State University",2,19,1987,36
"6022","WSB","Derrick Dowell","University of Southern California",NA,NA,1987,37
"6023","LAC","Norris Coleman","Kansas State University",1,29,1987,38
"6024","PHI","Vincent Askew","University of Memphis",9,467,1987,39
"6025","MIL","Winston Garland","Missouri State University",7,511,1987,40
"6026","CLE","Kannard Johnson","Western Kentucky University",1,4,1987,41
"6027","ATL","Terence Bailey","Wagner College",NA,NA,1987,42
"6028","PHI","Andrew Kennedy","University of Virginia",NA,NA,1987,43
"6029","ATL","Terry Coner","University of Alabama",NA,NA,1987,44
"6030","BOS","Brad Lohaus","University of Iowa",11,656,1987,45
"6031","PHO","Bruce Dalrymple","Georgia Institute of Technology",NA,NA,1987,46
"6032","LAC","Tim McCalister","University of Oklahoma",NA,NA,1987,47
"6033","NJN","Jamie Waller","Virginia Union University",1,9,1987,48
"6034","NYK","Jerome Batiste","McNeese State University",NA,NA,1987,49
"6035","SAS","Phil Zevenbergen","University of Washington",1,8,1987,50
"6036","SAC","Sven Myer","University of Oregon",NA,NA,1987,51
"6037","CLE","Donald Royal","University of Notre Dame",8,504,1987,52
"6038","PHO","Winston Crite","Texas A&M University",2,31,1987,53
"6039","DEN","Tom Schafer","Iowa State University",NA,NA,1987,54
"6040","SEA","Tommy Amaker","Duke University",NA,NA,1987,55
"6041","CHI","John Fox","Millersville University of Pennsylvania",NA,NA,1987,56
"6042","PHI","Hansi Gnad","University of Alaska Anchorage",NA,NA,1987,57
"6043","GSW","Darryl Johnson","Michigan State University",1,11,1987,58
"6044","WSB","Danny Pearson","Jacksonville University",NA,NA,1987,59
"6045","IND","Sean Couch","Columbia University",NA,NA,1987,60
"6046","UTA","Clarence Martin","Western Kentucky University",NA,NA,1987,61
"6047","PHI","Eric Riggins","Rutgers University",NA,NA,1987,62
"6048","POR","Kevin Gamble","University of Iowa",10,649,1987,63
"6049","MIL","J. J. Weber","University of Wisconsin",NA,NA,1987,64
"6050","DET","Eric White","Pepperdine University",2,55,1987,65
"6051","DAL","Mike Richmond","University of Texas at El Paso",NA,NA,1987,66
"6052","ATL","Song Tao",NA,NA,NA,1987,67
"6053","UTA","Billy Donovan","Providence College",1,44,1987,68
"6054","LAL","Willie Glass","St. John's University",NA,NA,1987,69
"6055","BOS","Tom Sheehey","University of Virginia",NA,NA,1987,70
"6056","NYK","Mike Morgan","Drake University",NA,NA,1987,71
"6057","NJN","Andrew Moten","University of Florida",NA,NA,1987,72
"6058","SAS","Todd May","Pikeville College",NA,NA,1987,73
"6059","SAC","Joe Arlauckas","Niagara University",1,9,1987,74
"6060","CLE","Chris Dudley","Yale University",16,886,1987,75
"6061","PHO","Steve Beck","Arizona State University",NA,NA,1987,76
"6062","DEN","David Boone","Marquette University",NA,NA,1987,77
"6063","SEA","Todd Linder","University of Tampa",NA,NA,1987,78
"6064","CHI","Jack Haley","University of California, Los Angeles",9,341,1987,79
"6065","CLE","Carven Holcomb","Texas Christian University",NA,NA,1987,80
"6066","WSB","Scott Thompson","University of San Diego",NA,NA,1987,81
"6067","HOU","Joe Niego","Lewis University",NA,NA,1987,82
"6068","GSW","Benny Bolton","North Carolina State University",NA,NA,1987,83
"6069","UTA","Reuben Holmes","Alabama State University",NA,NA,1987,84
"6070","PHI","Brian Rahilly","University of Tulsa",NA,NA,1987,85
"6071","POR","Norwood Barber","Florida State University",NA,NA,1987,86
"6072","MIL","Darryl Bedford","Austin Peay State University",NA,NA,1987,87
"6073","DET","Dave Popson","University of North Carolina",3,41,1987,88
"6074","DAL","David Johnson","University of Oklahoma",NA,NA,1987,89
"6075","ATL","Theofanis Christodoulou",NA,NA,NA,1987,90
"6076","BOS","Darryl Kennedy","University of Oklahoma",NA,NA,1987,91
"6077","LAL","Ralph Tally","Norfolk State University",NA,NA,1987,92
"6078","LAC","Chad Kessler","University of Georgia",NA,NA,1987,93
"6079","NJN","James Blackmon","University of Kentucky",NA,NA,1987,94
"6080","NYK","Glenn Clem","Vanderbilt University",NA,NA,1987,95
"6081","SAS","Dennis Williams","University of Georgia",NA,NA,1987,96
"6082","SAC","Vernon Carr","Michigan State University",NA,NA,1987,97
"6083","CLE","Carl Lott","Texas Christian University",NA,NA,1987,98
"6084","PHO","Brent Counts","University of the Pacific",NA,NA,1987,99
"6085","DEN","Ron Grandison","University of New Orleans",4,105,1987,100
"6086","SEA","Michael Tait","Clemson University",NA,NA,1987,101
"6087","CHI","Anthony Wilson","Louisiana State University",NA,NA,1987,102
"6088","IND","Mike Milling","University of North Carolina at Charlotte",NA,NA,1987,103
"6089","HOU","Andre LaFleur","Northeastern University",NA,NA,1987,104
"6090","GSW","Terry Williams","Southern Methodist University",NA,NA,1987,105
"6091","WSB","Patrick Fairs","University of Texas at Austin",NA,NA,1987,106
"6092","UTA","Bart Kofoed","University of Nebraska at Kearney",5,111,1987,107
"6093","PHI","Frank Ross","American University",NA,NA,1987,108
"6094","POR","David Moss","University of Tulsa",NA,NA,1987,109
"6095","MIL","Brian Vaughns","University of California, Santa Barbara",NA,NA,1987,110
"6096","DET","Gerry Wright","University of Iowa",NA,NA,1987,111
"6097","DAL","Sam Hill","Iowa State University",NA,NA,1987,112
"6098","ATL","Jose Antonio Montero",NA,NA,NA,1987,113
"6099","BOS","Dave Butler","University of California",NA,NA,1987,114
"6100","LAL","Kenny Travis","New Mexico State University",NA,NA,1987,115
"6101","LAC","Martin Nessley","Duke University",1,44,1987,116
"6102","NYK","Howard Triche","Syracuse University",NA,NA,1987,117
"6103","NJN","Perry Bromwell","University of Pennsylvania",NA,NA,1987,118
"6104","SAS","Ricky Brown","University of South Alabama",NA,NA,1987,119
"6105","SAC","Darryl Thomas","Indiana University",NA,NA,1987,120
"6106","CLE","Harold Jensen","Villanova University",NA,NA,1987,121
"6107","PHO","Marcel Boyce","University of Akron",NA,NA,1987,122
"6108","DEN","Kelvin Scarborough","University of New Mexico",NA,NA,1987,123
"6109","SEA","Tom Gneiting","Brigham Young University",NA,NA,1987,124
"6110","CHI","Doug Altenberger","University of Illinois at Urbana-Champaign",NA,NA,1987,125
"6111","IND","Gary Graham","University of Nevada, Las Vegas",NA,NA,1987,126
"6112","GSW","Sarunas Marciulionis",NA,7,363,1987,127
"6113","WSB","Dwayne Scholten","Washington State University",NA,NA,1987,128
"6114","HOU","Fred Jenkins","University of Tennessee",NA,NA,1987,129
"6115","UTA","Art Sabb","Bloomfield College",NA,NA,1987,130
"6116","PHI","Tracy Foster","University of Alabama at Birmingham",NA,NA,1987,131
"6117","POR","Bernard Johnson","Loyola University of Chicago",NA,NA,1987,132
"6118","MIL","Gay Elmore","Virginia Military Institute",NA,NA,1987,133
"6119","DET","Antoine Joubert","University of Michigan",NA,NA,1987,134
"6120","DAL","Quintan Gates","University of Texas at El Paso",NA,NA,1987,135
"6121","ATL","Riccardo Morandotti",NA,NA,NA,1987,136
"6122","BOS","Tim Naegeli","University of Wisconsin-Stevens Point",NA,NA,1987,137
"6123","LAL","Frank Ford","Auburn University",NA,NA,1987,138
"6124","LAC","Henry Carr","Wichita State University",NA,NA,1987,139
"6125","NJN","Frank Booker","Bowling Green State University",NA,NA,1987,140
"6126","NYK","Wayne Williams","Saint Joseph's University",NA,NA,1987,141
"6127","SAS","Raynard Davis","University of Texas at Austin",NA,NA,1987,142
"6128","SAC","Scott Adubato","Upsala College",NA,NA,1987,143
"6129","CLE","Michael Foster","University of South Carolina",NA,NA,1987,144
"6130","PHO","Roy Singleton","Grand Canyon University",NA,NA,1987,145
"6131","DEN","Rowan Gomes","Hampton University",NA,NA,1987,146
"6132","SEA","Mike Giomi","North Carolina State University",NA,NA,1987,147
"6133","CHI","Earvin Leavy","Central Michigan University",NA,NA,1987,148
"6134","IND","Montel Hatcher","University of California, Los Angeles",NA,NA,1987,149
"6135","WSB","Jamie Dixon","Texas Christian University",NA,NA,1987,150
"6136","HOU","Clarence Grier","Campbell University",NA,NA,1987,151
"6137","GSW","Ronnie Leggette","West Virginia State University",NA,NA,1987,152
"6138","UTA","Keith Webster","Harvard University",NA,NA,1987,153
"6139","PHI","Eric Semisch","West Virginia University",NA,NA,1987,154
"6140","POR","Kenny Stone","George Fox University",NA,NA,1987,155
"6141","DEN","Curtis Hunter","University of North Carolina",NA,NA,1987,156
"6142","DET","Mark Gottfried","University of Alabama",NA,NA,1987,157
"6143","DAL","Gerald White","Auburn University",NA,NA,1987,158
"6144","ATL","Franjo Arapovic",NA,NA,NA,1987,159
"6145","BOS","Jerry Corcoran","Northeastern University",NA,NA,1987,160
"6146","LAL","Ron Vanderschaaf","Central Washington University",NA,NA,1987,161
"6147","LAC","Danny Manning","University of Kansas",15,883,1988,1
"6148","IND","Rik Smits","Marist College",12,867,1988,2
"6149","PHI","Charles Smith","University of Pittsburgh",9,564,1988,3
"6150","NJN","Chris Morris","Auburn University",11,747,1988,4
"6151","GSW","Mitch Richmond","Kansas State University",14,976,1988,5
"6152","LAC","Hersey Hawkins","Bradley University",13,983,1988,6
"6153","PHO","Tim Perry","Temple University",8,481,1988,7
"6154","CHH","Rex Chapman","University of Kentucky",12,666,1988,8
"6155","MIA","Rony Seikaly","Syracuse University",11,678,1988,9
"6156","SAS","Willie Anderson","University of Georgia",9,555,1988,10
"6157","CHI","Will Perdue","Vanderbilt University",13,792,1988,11
"6158","WSB","Harvey Grant","University of Oklahoma",11,783,1988,12
"6159","MIL","Jeff Grayer","Iowa State University",9,438,1988,13
"6160","PHO","Dan Majerle","Central Michigan University",14,955,1988,14
"6161","SEA","Gary Grant","University of Michigan",13,552,1988,15
"6162","HOU","Derrick Chievous","University of Missouri",3,154,1988,16
"6163","UTA","Eric Leckner","University of Wyoming",8,449,1988,17
"6164","SAC","Ricky Berry","San Jose State University",1,64,1988,18
"6165","NYK","Rod Strickland","DePaul University",17,1094,1988,19
"6166","MIA","Kevin Edwards","DePaul University",11,604,1988,20
"6167","POR","Mark Bryant","Seton Hall University",15,797,1988,21
"6168","CLE","Randolph Keys","University of Southern Mississippi",5,241,1988,22
"6169","DEN","Jerome Lane","University of Pittsburgh",5,218,1988,23
"6170","BOS","Brian Shaw","University of California, Santa Barbara",14,943,1988,24
"6171","LAL","David Rivers","University of Notre Dame",3,114,1988,25
"6172","POR","Rolando Ferreira","University of Houston",1,12,1988,26
"6173","SAS","Shelton Jones","St. John's University",1,51,1988,27
"6174","PHO","Andrew Lang","University of Arkansas",12,737,1988,28
"6175","SAC","Vinny Del Negro","North Carolina State University",12,771,1988,29
"6176","DET","Fennis Dembo","University of Wyoming",1,31,1988,30
"6177","PHI","Everette Stephens","Purdue University",2,38,1988,31
"6178","NJN","Charles Shackleford","North Carolina State University",6,303,1988,32
"6179","MIA","Grant Long","Eastern Michigan University",15,1003,1988,33
"6180","CHH","Tom Tolbert","University of Arizona",7,312,1988,34
"6181","MIA","Sylvester Gray","University of Memphis",1,55,1988,35
"6182","WSB","Ledell Eackles","University of New Orleans",7,441,1988,36
"6183","NYK","Greg Butler","Stanford University",3,55,1988,37
"6184","PHO","Dean Garrett","Indiana University",6,359,1988,38
"6185","MIL","Tito Horford","University of Miami",3,63,1988,39
"6186","MIA","Orlando Graham","Auburn University at Montgomery",1,7,1988,40
"6187","GSW","Keith Smart","Indiana University",1,2,1988,41
"6188","UTA","Jeff Moe","University of Iowa",NA,NA,1988,42
"6189","DEN","Todd Mitchell","Purdue University",1,24,1988,43
"6190","ATL","Anthony Taylor","University of Oregon",1,21,1988,44
"6191","LAC","Tom Garrick","University of Rhode Island",4,251,1988,45
"6192","DAL","Morlon Wiley","California State University, Long Beach",7,295,1988,46
"6193","DEN","Vernon Maxwell","University of Florida",13,855,1988,47
"6194","DET","Micheal Williams","Baylor University",10,413,1988,48
"6195","DAL","Jose Vargas","Louisiana State University",NA,NA,1988,49
"6196","PHO","Steve Kerr","University of Arizona",15,910,1988,50
"6197","LAC","Rob Lock","University of Kentucky",1,20,1988,51
"6198","NJN","Derrick Hamilton","University of Southern Mississippi",NA,NA,1988,52
"6199","POR","Anthony Mason","Tennessee State University",13,882,1988,53
"6200","ATL","Jorge Gonzalez",NA,NA,NA,1988,54
"6201","PHO","Rodney Johns","Grand Canyon University",NA,NA,1988,55
"6202","SAS","Barry Sumpter","Austin Peay State University",1,1,1988,56
"6203","PHI","Herman Montenegro","Louisiana State University",NA,NA,1988,57
"6204","CHH","Jeff Moore","Auburn University",NA,NA,1988,58
"6205","MIA","Nate Johnston","University of Tampa",1,21,1988,59
"6206","WSB","Ed Davender","University of Kentucky",NA,NA,1988,60
"6207","IND","Herbert Crook","University of Louisville",NA,NA,1988,61
"6208","CHI","Derrick Lewis","University of Maryland",NA,NA,1988,62
"6209","MIL","Mike Jones","Auburn University",NA,NA,1988,63
"6210","CLE","Winston Bennett","University of Kentucky",3,136,1988,64
"6211","SEA","Corey Gaines","Loyola Marymount University",5,80,1988,65
"6212","DEN","Dwight Boyd","University of Memphis",NA,NA,1988,66
"6213","UTA","Ricky Grace","University of Oklahoma",1,3,1988,67
"6214","ATL","Darryl Middleton","Baylor University",NA,NA,1988,68
"6215","NYK","Phil Stinnie","Virginia Commonwealth University",NA,NA,1988,69
"6216","DAL","Jerry Johnson","Florida Southern College",NA,NA,1988,70
"6217","POR","Craig Neal","Georgia Institute of Technology",2,63,1988,71
"6218","DET","Lee Johnson","Norfolk State University",NA,NA,1988,72
"6219","IND","Michael Anderson","Drexel University",1,36,1988,73
"6220","BOS","Gerald Paddio","University of Nevada, Las Vegas",3,129,1988,74
"6221","SAS","Archie Marshall","University of Kansas",NA,NA,1988,75
"6222","SAC","Pervis Ellison","University of Louisville",11,474,1989,1
"6223","LAC","Danny Ferry","Duke University",13,917,1989,2
"6224","SAS","Sean Elliott","University of Arizona",12,742,1989,3
"6225","MIA","Glen Rice","University of Michigan",15,1000,1989,4
"6226","CHH","J.R. Reid","University of North Carolina",11,672,1989,5
"6227","CHI","Stacey King","University of Oklahoma",8,438,1989,6
"6228","IND","George McCloud","Florida State University",12,766,1989,7
"6229","DAL","Randy White","Louisiana Tech University",5,281,1989,8
"6230","WSB","Tom Hammonds","Georgia Institute of Technology",12,687,1989,9
"6231","MIN","Pooh Richardson","University of California, Los Angeles",10,639,1989,10
"6232","ORL","Nick Anderson","University of Illinois at Urbana-Champaign",13,800,1989,11
"6233","NJN","Mookie Blaylock","University of Oklahoma",13,889,1989,12
"6234","BOS","Michael Smith","Brigham Young University",3,141,1989,13
"6235","GSW","Tim Hardaway","University of Texas at El Paso",13,867,1989,14
"6236","DEN","Todd Lichti","Stanford University",5,237,1989,15
"6237","SEA","Dana Barros","Boston College",14,850,1989,16
"6238","SEA","Shawn Kemp","Trinity Valley Community College",14,1051,1989,17
"6239","CHI","B.J. Armstrong","University of Iowa",11,747,1989,18
"6240","PHI","Kenny Payne","University of Louisville",4,144,1989,19
"6241","CHI","Jeff Sanders","Georgia Southern University",4,55,1989,20
"6242","UTA","Blue Edwards","East Carolina University",10,704,1989,21
"6243","POR","Byron Irvin","University of Missouri",3,87,1989,22
"6244","ATL","Roy Marble","University of Iowa",2,29,1989,23
"6245","PHO","Anthony Cook","University of Arizona",4,116,1989,24
"6246","CLE","John Morton","Seton Hall University",3,128,1989,25
"6247","LAL","Vlade Divac",NA,16,1134,1989,26
"6248","DET","Kenny Battle","University of Illinois at Urbana-Champaign",4,134,1989,27
"6249","MIA","Sherman Douglas","Syracuse University",12,765,1989,28
"6250","CHH","Dyron Nix","University of Tennessee",1,20,1989,29
"6251","MIL","Frank Kornet","Vanderbilt University",2,89,1989,30
"6252","LAC","Jeff Martin","Murray State University",2,143,1989,31
"6253","NJN","Stanley Brundy","DePaul University",1,16,1989,32
"6254","LAC","Jay Edwards","Indiana University",1,4,1989,33
"6255","MIN","Gary Leonard","University of Missouri",3,31,1989,34
"6256","DAL","Pat Durham","Colorado State University",2,64,1989,35
"6257","POR","Clifford Robinson","University of Connecticut",18,1380,1989,36
"6258","ORL","Michael Ansley","University of Alabama",3,149,1989,37
"6259","MIN","Doug West","Villanova University",12,676,1989,38
"6260","WSB","Ed Horton","University of Iowa",1,45,1989,39
"6261","BOS","Dino Radja",NA,4,224,1989,40
"6262","WSB","Doug Roth","University of Tennessee",1,42,1989,41
"6263","DEN","Michael Cutright","McNeese State University",NA,NA,1989,42
"6264","CLE","Chucky Brown","North Carolina State University",13,694,1989,43
"6265","PHI","Reggie Cross","University of Hawaii",NA,NA,1989,44
"6266","MIA","Scott Haffner","University of Evansville",2,50,1989,45
"6267","PHO","Ricky Blanton","Louisiana State University",1,2,1989,46
"6268","DEN","Reggie Turner","University of Alabama at Birmingham",NA,NA,1989,47
"6269","UTA","Junie Lewis","University of South Alabama",NA,NA,1989,48
"6270","ATL","Haywoode Workman","Oral Roberts University",8,359,1989,49
"6271","NYK","Brian Quinnett","Washington State University",3,138,1989,50
"6272","PHO","Mike Morrison","Loyola College in Maryland",1,36,1989,51
"6273","PHO","Greg Grant","Trenton State University",6,274,1989,52
"6274","DAL","Jeff Hodge","University of South Alabama",NA,NA,1989,53
"6275","PHI","Toney Mack","University of Georgia",NA,NA,1989,54
"6276","NJN","Derrick Coleman","Syracuse University",15,781,1990,1
"6277","SEA","Gary Payton","Oregon State University",17,1335,1990,2
"6278","DEN","Mahmoud Abdul-Rauf","Louisiana State University",9,586,1990,3
"6279","ORL","Dennis Scott","Georgia Institute of Technology",10,629,1990,4
"6280","CHH","Kendall Gill","University of Illinois at Urbana-Champaign",15,966,1990,5
"6281","MIN","Felton Spencer","University of Louisville",12,640,1990,6
"6282","SAC","Lionel Simmons","La Salle University",7,454,1990,7
"6283","LAC","Bo Kimble","Loyola Marymount University",3,105,1990,8
"6284","MIA","Willie Burton","University of Minnesota",8,316,1990,9
"6285","ATL","Rumeal Robinson","University of Michigan",6,336,1990,10
"6286","GSW","Tyrone Hill","Xavier University",14,801,1990,11
"6287","HOU","Alec Kessler","University of Georgia",4,210,1990,12
"6288","LAC","Loy Vaught","University of Michigan",11,689,1990,13
"6289","SAC","Travis Mays","University of Texas at Austin",3,115,1990,14
"6290","MIA","Dave Jamerson","Ohio University",3,90,1990,15
"6291","MIL","Terry Mills","University of Michigan",11,678,1990,16
"6292","NYK","Jerrod Mustaf","University of Maryland",4,179,1990,17
"6293","SAC","Duane Causwell","Temple University",11,541,1990,18
"6294","BOS","Dee Brown","Jacksonville University",12,608,1990,19
"6295","MIN","Gerald Glass","University of Mississippi",4,201,1990,20
"6296","PHO","Jayson Williams","St. John's University",9,475,1990,21
"6297","NJN","Tate George","University of Connecticut",4,177,1990,22
"6298","SAC","Anthony Bonner","Saint Louis University",6,318,1990,23
"6299","SAS","Dwayne Schintzius","University of Florida",8,217,1990,24
"6300","POR","Alaa Abdelnaby","Duke University",5,256,1990,25
"6301","DET","Lance Blanks","University of Texas at Austin",3,142,1990,26
"6302","LAL","Elden Campbell","Clemson University",15,1044,1990,27
"6303","GSW","Les Jepsen","University of Iowa",2,52,1990,28
"6304","CHI","Toni Kukoc",NA,13,846,1990,29
"6305","MIA","Carl Herrera","University of Houston",8,465,1990,30
"6306","PHO","Negele Knight","University of Dayton",6,276,1990,31
"6307","PHI","Brian Oliver","Georgia Institute of Technology",4,118,1990,32
"6308","UTA","Walter Palmer","Dartmouth College",2,48,1990,33
"6309","GSW","Kevin Pritchard","University of Kansas",4,94,1990,34
"6310","WSB","Greg Foster","University of Texas at El Paso",13,656,1990,35
"6311","ATL","Trevor Wilson","University of California, Los Angeles",4,103,1990,36
"6312","WSB","A.J. English","Virginia Union University",2,151,1990,37
"6313","SEA","Jud Buechler","University of Arizona",12,720,1990,38
"6314","CHH","Steve Scheffler","Purdue University",7,174,1990,39
"6315","SAC","Bimbo Coles","Virginia Polytechnic Institute and State University",14,852,1990,40
"6316","ATL","Steve Bardo","University of Illinois at Urbana-Champaign",3,33,1990,41
"6317","DEN","Marcus Liberty","University of Illinois at Urbana-Champaign",4,267,1990,42
