Rk,Year,Lg,Rd,Pk,Tm,Player,Age,Pos,Born,College,From,To,WS,G,MP,PTS,TRB,AST,STL,BLK,FG%,2P%,3P%,FT%,WS/48
2073,1985,NBA,4,89,DEN,Pete Williams\willipe01,20.105,F,us,Arizona,1986,1987,1.4,58,10.1,2.6,2.5,0.3,0.3,0.4,0.602,0.602,,0.425,0.112
2074,1986,NBA,2,43,HOU,Dave Feitl\feitlda01,24.015,C,us,Texas-El Paso,1987,1992,1.4,275,10.9,4.3,3,0.5,0.2,0.2,0.433,0.436,0,0.751,0.022
2075,1989,NBA,1,13,BOS,Michael Smith\smithmi01,24.045,F,us,BYU,1990,1995,1.4,141,9.4,5,1.5,1,0.1,0,0.474,0.509,0.15,0.835,0.049
2076,1994,NBA,1,6,PHI,Sharone Wright\wrighsh01,21.155,F-C,us,Clemson,1995,1998,1.4,203,22.3,9.7,5,0.6,0.4,1,0.456,0.458,0.083,0.618,0.015
2077,1998,NBA,2,30,DAL,Ansu Sesay\sesayan01,21.335,F,us,Ole Miss,2002,2005,1.4,127,10.2,3.2,1.8,0.5,0.3,0.2,0.434,0.447,0.276,0.64,0.051
2078,2002,NBA,1,21,POR,Qyntel Woods\woodsqy01,21.135,F,us,Northeast Mississippi Community College,2003,2006,1.4,167,12.3,4.1,2.3,0.6,0.4,0.2,0.452,0.47,0.357,0.603,0.032
2079,2002,NBA,2,40,WAS,Juan Carlos Navarro\navarju01,22.018,G,es,,2008,2008,1.4,82,25.8,10.9,2.6,2.2,0.6,0,0.402,0.455,0.361,0.849,0.031
2080,2002,NBA,2,47,UTA,Jamal Sampson\sampsja01,19.047,F-C,us,California,2003,2007,1.4,72,8.8,2,3.4,0.4,0.1,0.4,0.491,0.495,0,0.537,0.106
2081,2012,NBA,2,36,SAC,Orlando Johnson\johnsor01,23.115,G,us,UC Santa Barbara,2013,2016,1.4,103,10.8,3.2,1.7,0.7,0.2,0.1,0.358,0.398,0.311,0.727,0.059
2082,2012,NBA,2,53,LAC,Furkan Aldemir\aldemfu01,20.329,F-C,tr,,2015,2015,1.4,41,13.2,2.3,4.3,0.7,0.4,0.4,0.513,0.548,0,0.481,0.122
2083,2017,NBA,2,36,PHI,Jonah Bolden\boldejo01,21.177,F,au,,2019,2020,1.4,51,13.5,4.3,3.4,0.8,0.4,0.8,0.486,0.685,0.34,0.484,0.098
2084,2019,NBA,2,45,DET,Isaiah Roby\robyis01,21.142,F,us,Nebraska,2020,2021,1.4,52,22.5,8.5,5.4,1.8,0.8,0.6,0.499,0.548,0.341,0.719,0.058
2085,2020,NBA,1,11,SAS,Devin Vassell\vassede01,20.092,G-F,us,Florida State,2021,2021,1.4,49,16.1,5,2.6,0.9,0.8,0.3,0.407,0.419,0.394,0.879,0.088
2086,1948,BAA,1,11,PHW,Don Ray\raydo01,26.313,F-C,us,Western Kentucky,1950,1950,1.3,61,,6,,1,,,0.323,0.323,,0.698,
2087,1953,NBA,,,MLH,Irv Bemoras\bemorir01,22.163,F-G,us,Illinois,1954,1957,1.3,131,18.9,6.3,2.6,1,,,0.347,0.347,,0.672,0.026
2088,1954,NBA,3,24,SYR,Jim Tucker\tuckeji01,21.139,F,us,Duquesne,1955,1957,1.3,99,13.1,4.1,3.5,0.5,,,0.349,0.349,,0.762,0.047
2089,1961,NBA,6,51,NYK,Cleveland Buckner\buckncl01,22.228,F-C,us,Jackson State University,1962,1963,1.3,68,10.6,6,3.5,0.6,,,0.432,0.432,,0.62,0.087
2090,1965,NBA,1,7,CIN,Nate Bowman\bowmana01,22.054,C,us,Wichita State,1967,1971,1.3,243,8.9,2.9,3.3,0.7,,,0.39,0.39,,0.527,0.03
2091,1968,NBA,4,46,BOS,Rich Johnson\johnsri01,21.174,C,,Grambling State University,1969,1971,1.3,97,11.1,4.7,2.7,0.4,,,0.452,0.452,,0.613,0.06
2092,1976,NBA,2,18,CHI,Willie Smith\smithwi02,22.231,G,us,Missouri,1977,1980,1.3,78,15.4,4.6,1.7,3.6,1.1,0,0.4,0.439,0.239,0.754,0.052
2093,1976,NBA,2,28,ATL,Bob Carrington\carribo01,22.346,G-F,us,Boston College,1978,1980,1.3,82,21.8,8.2,2.3,1.5,0.8,0.3,0.428,0.429,0,0.76,0.036
2094,1976,NBA,4,53,ATL,Tom Barker\barketo01,21.095,C-F,us,Hawaii,1977,1979,1.3,98,18.7,6.5,5.3,0.8,0.4,0.5,0.422,0.422,,0.692,0.034
2095,1978,NBA,3,46,DEN,Hollis Copeland\copelho01,22.177,F,us,Rutgers University,1980,1982,1.3,93,13.5,5,1.7,1,0.7,0.3,0.488,0.49,0,0.739,0.05
2096,1980,NBA,1,16,KCK,Hawkeye Whitney\whitnha02,22.359,G-F,us,NC State,1981,1982,1.3,70,15,5.8,2.1,1.2,0.8,0.1,0.462,0.465,0.286,0.75,0.062
2097,1982,NBA,1,15,PHO,David Thirdkill\thirdda01,22.083,F-G,us,Bradley,1983,1987,1.3,179,8.2,2.8,1.2,0.5,0.3,0.1,0.457,0.467,0.091,0.565,0.042
2098,1982,NBA,2,30,CHI,Wallace Bryant\bryanwa01,22.356,C,es,San Francisco,1984,1986,1.3,102,13.7,3.2,3.7,1.1,0.3,0.4,0.407,0.407,,0.573,0.044
2099,1984,NBA,4,87,NYK,Bob Thornton\thornbo01,21.35,F-C,us,University of California Irvine,1986,1996,1.3,283,12,3,2.5,0.3,0.3,0.1,0.444,0.447,0.222,0.558,0.018
2100,1987,NBA,3,65,DET,Eric White\whiteer01,21.179,F,us,Pepperdine,1988,1989,1.3,55,14.3,6.1,2.4,0.5,0.3,0.1,0.525,0.523,1,0.798,0.079
2101,1990,NBA,1,22,NJN,Tate George\georgta01,22.034,G,us,UConn,1991,1995,1.3,177,11.4,4.2,1,1.8,0.4,0.1,0.414,0.421,0.071,0.82,0.032
2102,1993,NBA,1,17,CHH,Greg Graham\grahagr01,22.222,G,us,Indiana,1994,1998,1.3,207,12.2,4.5,1.1,1,0.6,0.1,0.407,0.438,0.29,0.775,0.025
2103,1994,NBA,1,19,DAL,Tony Dumas\dumasto01,21.313,G,us,Missouri-Kansas City,1995,1998,1.3,156,14.2,7.3,1.3,1.2,0.4,0.1,0.404,0.438,0.327,0.608,0.027
2104,1994,NBA,2,43,POR,Shawnelle Scott\scottsh01,22.018,C,us,St. John's,1997,2002,1.3,105,6,1.8,2.2,0.2,0.1,0.2,0.464,0.464,,0.465,0.101
2105,1996,NBA,2,52,IND,Mark Pope\popema01,23.294,F,us,Kentucky,1998,2005,1.3,153,10.7,1.9,1.7,0.4,0.2,0.3,0.401,0.455,0.179,0.573,0.038
2106,2000,NBA,2,45,SAC,Jabari Smith\smithja01,23.142,C,us,LSU,2001,2005,1.3,108,9.8,3,1.6,0.6,0.3,0.2,0.413,0.42,0.125,0.69,0.058
2107,2008,NBA,2,52,MIA,Darnell Jackson\jacksda01,22.237,F,us,Kansas,2009,2011,1.3,138,7.5,2.2,1.5,0.2,0.2,0.1,0.449,0.463,0.235,0.644,0.059
2108,2011,NBA,2,36,NJN,Jordan Williams\willijo03,20.26,F,us,Maryland,2012,2012,1.3,43,14.8,4.6,3.6,0.3,0.5,0.3,0.507,0.507,,0.652,0.101
2109,2012,NBA,2,31,CHA,Jeffery Taylor\tayloje03,23.042,F,se,Vanderbilt,2013,2015,1.3,132,19.4,6.1,2,0.8,0.5,0.2,0.409,0.458,0.319,0.665,0.024
2110,2014,NBA,1,18,PHO,Tyler Ennis\ennisty01,19.311,G,ca,Syracuse,2015,2018,1.3,186,12.6,4.2,1.3,1.9,0.5,0.1,0.419,0.458,0.317,0.768,0.026
2111,2014,NBA,1,21,OKC,Mitch McGary\mcgarmi01,22.025,F-C,us,Michigan,2015,2016,1.3,52,10.7,4.4,3.5,0.3,0.3,0.3,0.527,0.544,0,0.58,0.108
2112,2014,NBA,2,32,PHI,K.J. McDaniels\mcdankj01,21.142,G-F,us,Clemson,2015,2017,1.3,148,14.1,5.3,2.2,0.6,0.5,0.6,0.412,0.479,0.29,0.776,0.03
2113,2017,NBA,2,31,CHO,Frank Jackson\jacksfr01,19.054,G,us,Duke,2019,2021,1.3,152,16.4,7.5,1.8,1,0.3,0,0.429,0.495,0.342,0.755,0.025
2114,2020,NBA,1,20,MIA,Precious Achiuwa\achiupr01,21.066,F,ng,Memphis,2021,2021,1.3,55,12.4,5,3.6,0.5,0.3,0.5,0.541,0.541,,0.515,0.088
2115,1947,BAA,1,8,CHS,Paul Huston\hustopa01,22.034,F,,Ohio State,1948,1948,1.2,46,,3.6,,0.6,,,0.237,0.237,,0.697,
2116,1958,NBA,12,81,STL,Joe Buckhalter\buckhjo01,20.269,F,,Tennessee State,1962,1963,1.2,65,11.4,5.8,4.1,0.7,,,0.451,0.451,,0.627,0.075
2117,1959,NBA,2,14,BOS,Gene Guarilia\guarige01,21.204,F,us,George Washington,1960,1963,1.2,129,8.4,3.2,2.3,0.3,,,0.376,0.376,,0.611,0.055
2118,1968,NBA,3,31,CHI,Dave Newmark\newmada01,21.272,C,us,Columbia University,1969,1970,1.2,145,12.2,5.3,3.6,0.7,,,0.405,0.405,,0.671,0.034
2119,1970,NBA,1,16,MIL,Gary Freeman\freemga01,21.246,F,,Oregon State,1971,1971,1.2,52,7.3,3.2,2,0.7,,,0.515,0.515,,0.725,0.155
2120,1973,NBA,4,57,CLE,Luke Witte\wittelu01,22.193,C,us,Ohio State,1974,1976,1.2,118,9.3,3.2,3,0.5,0.1,0.4,0.402,0.402,,0.685,0.051
2121,1974,NBA,3,37,PHI,Connie Norman\normaco01,20.251,G,us,Arizona,1975,1979,1.2,99,12.3,6,1.5,0.9,0.4,0.1,0.439,0.439,,0.82,0.047
2122,1984,NBA,4,90,SAS,Ozell Jones\jonesoz01,23.217,C-F,us,Cal State Fullerton,1985,1986,1.2,70,12.9,3.5,3.4,0.8,0.5,0.8,0.582,0.586,0,0.398,0.066
2123,1987,NBA,5,100,DEN,Ron Grandison\grandro01,22.353,F,us,New Orleans,1989,1996,1.2,105,8.3,2.4,1.6,0.6,0.3,0.1,0.404,0.435,0.167,0.713,0.064
2124,1991,NBA,1,22,LAC,LeRon Ellis\ellisle02,22.064,F-C,us,Syracuse,1992,1996,1.2,91,9.4,3,2.4,0.3,0.3,0.4,0.433,0.433,,0.613,0.069
2125,1994,NBA,2,47,UTA,Jamie Watson\watsoja01,22.132,F,us,South Carolina,1995,1999,1.2,102,12.2,3.2,1.5,1.1,0.6,0.2,0.468,0.494,0.316,0.694,0.045
2126,2000,NBA,2,42,SEA,Olumide Oyedeji\oyedeol01,19.053,C,ng,,2001,2003,1.2,93,6.3,1.4,2.1,0.1,0.2,0.2,0.495,0.495,,0.659,0.095
2127,2017,NBA,2,34,SAC,Frank Mason\masonfr01,23.086,G,us,Kansas,2018,2021,1.2,103,15.7,6.7,2,2.6,0.5,0.1,0.396,0.433,0.301,0.755,0.035
2128,2020,NBA,1,6,ATL,Onyeka Okongwu\okongon01,19.347,F,us,USC,2021,2021,1.2,39,11.2,3.8,3,0.2,0.4,0.6,0.598,0.61,0,0.622,0.135
2129,2020,NBA,1,9,WAS,Deni Avdija\avdijde01,19.324,G-F,il,,2021,2021,1.2,54,23.3,6.3,4.9,1.2,0.6,0.3,0.417,0.535,0.315,0.644,0.046
2130,1947,BAA,,,WSC,Saul Mariaschin\mariasa01,22.308,G,,Harvard University,1948,1948,1.1,43,,7.7,,1.4,,,0.27,0.27,,0.709,
2131,1947,BAA,,,BOS,Gene Stump\stumpge01,23.236,F-G,,DePaul,1948,1950,1.1,148,,5.3,,0.8,,,0.303,0.303,,0.692,
2132,1948,BAA,,,STB,D.C. Wilcutt\wilcudc01,25.053,G,us,Saint Louis,1949,1950,1.1,59,,2.2,,1.4,,,0.339,0.339,,0.733,
2133,1950,NBA,4,,MNL,Bud Grant\grantbu01,22.346,F,us,Minnesota,1950,1951,1.1,96,,2.6,1.2,0.9,,,0.318,0.318,,0.59,
2134,1967,NBA,4,39,SFW,Bobby Lewis\lewisbo01,22.049,G,,UNC,1968,1971,1.1,255,16.9,5.8,2.1,2.2,,,0.381,0.381,,0.712,0.012
2135,1970,NBA,3,39,CIN,Greg Hyder\hydergr01,21.28,F,,Eastern New Mexico University,1971,1971,1.1,77,17.6,5.4,4.3,0.6,,,0.447,0.447,,0.718,0.04
2136,1974,NBA,1,17,BOS,Glenn McDonald\mcdongl01,22.076,F-G,us,Cal State Long Beach,1975,1977,1.1,146,10.2,4.2,1.5,0.7,0.3,0.2,0.4,0.4,,0.732,0.034
2137,1975,NBA,5,76,PHO,Joe Pace\pacejo01,21.167,C,us,Coppin State University,1977,1978,1.1,79,7.1,3.2,2.1,0.3,0.2,0.5,0.467,0.467,,0.598,0.092
2138,1975,NBA,8,136,CLE,Andre McCarter\mccaran01,21.282,G,us,UCLA,1977,1981,1.1,103,11.5,3.8,0.9,1.7,0.4,0,0.431,0.435,0.25,0.725,0.046
2139,1976,NBA,2,31,WSB,Joe Pace\pacejo01,22.178,C,us,Coppin State University,1977,1978,1.1,79,7.1,3.2,2.1,0.3,0.2,0.5,0.467,0.467,,0.598,0.092
2140,1976,NBA,6,89,KCK,Andre McCarter\mccaran01,22.293,G,us,UCLA,1977,1981,1.1,103,11.5,3.8,0.9,1.7,0.4,0,0.431,0.435,0.25,0.725,0.046
2141,1977,NBA,3,48,ATL,Sam Smith\smithsa02,22.159,G,us,UNLV,1979,1980,1.1,46,13.5,6.8,1.4,1.3,0.7,0.3,0.419,0.446,0.229,0.862,0.082
2142,1981,NBA,5,103,WSB,Garry Witts\wittsga01,21.347,G-F,us,Holy Cross,1982,1982,1.1,46,10.7,2.9,1.3,0.8,0.4,0.1,0.583,0.585,0.5,0.825,0.104
2143,1981,NBA,7,150,KCK,Clinton Wheeler\wheelcl01,21.231,G,us,William Paterson University,1988,1989,1.1,87,10,2.9,0.8,1.8,0.7,0,0.489,0.491,0,0.741,0.058
2144,1984,NBA,1,24,BOS,Michael Young\youngmi01,23.174,F-G,us,Houston,1985,1990,1.1,49,9.6,4.6,1.8,0.5,0.5,0.1,0.465,0.491,0.296,0.711,0.11
2145,1985,NBA,4,82,SAS,Scott Roth\rothsc01,22.021,F,us,Wisconsin,1988,1990,1.1,160,11.2,4.7,1.3,1.2,0.5,0.1,0.375,0.387,0.291,0.73,0.03
2146,1987,NBA,1,21,ATL,Dallas Comegys\comegda01,22.314,F,us,DePaul,1988,1989,1.1,142,15.8,6,3.2,0.7,0.5,0.9,0.457,0.459,0,0.682,0.024
2147,1988,NBA,3,65,SEA,Corey Gaines\gaineco01,23.033,G,us,Loyola Marymount,1989,1995,1.1,80,12.5,3.1,0.9,3.1,0.5,0.1,0.424,0.479,0.229,0.736,0.052
2148,1990,NBA,2,37,WSB,A.J. English\engliaj01,22.357,G,us,Virginia Union University,1991,1992,1.1,151,20.6,9.9,2.1,2.1,0.4,0.2,0.435,0.449,0.138,0.778,0.017
2149,1994,NBA,1,18,MIL,Eric Mobley\mobleer01,24.154,C,us,Pitt,1995,1997,1.1,113,13.9,3.9,3.1,0.5,0.2,0.5,0.541,0.538,0.75,0.475,0.034
2150,1994,NBA,2,38,CHH,Darrin Hancock\hancoda01,22.244,G-F,us,Kansas,1995,1997,1.1,133,10.5,3.5,1.3,0.7,0.4,0.1,0.53,0.533,0.333,0.579,0.038
2151,1995,NBA,1,9,NJN,Ed O'Bannon\obanned01,22.323,F,us,UCLA,1996,1997,1.1,128,16.1,5,2.5,0.8,0.6,0.2,0.367,0.4,0.222,0.755,0.025
2152,1998,NBA,1,26,LAL,Sam Jacobson\jacobsa01,22.343,G-F,us,Minnesota,1999,2001,1.1,68,11.1,4.2,1.2,0.5,0.5,0,0.511,0.529,0.36,0.739,0.071
2153,2001,NBA,2,45,CHI,Sean Lampley\lamplse01,21.303,F,us,California,2003,2004,1.1,45,12.2,4.5,2.1,0.7,0.2,0.1,0.463,0.476,0,0.691,0.096
2154,2003,NBA,1,17,PHO,Žarko Čabarkapa\cabarza01,22.041,F,rs,,2004,2006,1.1,150,10.3,4.3,2.1,0.6,0.2,0.2,0.427,0.457,0.273,0.733,0.035
2155,2006,NBA,2,37,MIN,Bobby Jones\jonesbo02,22.176,F,us,Washington,2007,2008,1.1,91,9.5,3.2,1.6,0.5,0.3,0,0.442,0.491,0.306,0.685,0.06
2156,2013,NBA,1,29,OKC,Archie Goodwin\goodwar01,18.319,G,us,Kentucky,2014,2017,1.1,165,14.5,6.3,2,1.2,0.4,0.2,0.429,0.484,0.236,0.7,0.022
2157,2014,NBA,2,44,MIN,Markel Brown\brownma02,22.154,G,us,Oklahoma State,2015,2018,1.1,113,15.9,5.2,2.1,1.2,0.6,0.2,0.38,0.427,0.295,0.781,0.029
2158,2016,NBA,1,16,BOS,Guerschon Yabusele\yabusgu01,20.194,F,fr,,2018,2019,1.1,74,6.6,2.3,1.4,0.4,0.2,0.2,0.442,0.548,0.323,0.682,0.105
2159,2019,NBA,1,16,ORL,Chuma Okeke\okekech01,20.311,F,us,Auburn,2021,2021,1.1,43,25,7.3,4,2.2,1,0.5,0.403,0.459,0.331,0.757,0.051
2160,2020,NBA,1,8,NYK,Obi Toppin\toppiob01,22.265,F,us,Dayton,2021,2021,1.1,51,11.1,4,2.3,0.5,0.2,0.2,0.485,0.62,0.296,0.727,0.094
2161,2020,NBA,1,28,LAL,Jaden McDaniels\mcdanja02,20.055,F,us,Washington,2021,2021,1.1,54,23.3,6.8,3.6,1.1,0.5,1,0.449,0.533,0.372,0.59,0.042
2162,2020,NBA,2,38,UTA,Saben Lee\leesa01,21.154,G,us,Vanderbilt,2021,2021,1.1,37,15.5,5.4,2.1,3.4,0.7,0.3,0.464,0.467,0.438,0.676,0.095
2163,1949,BAA,2,,NYK,Harry Donovan\donovha01,22.198,G,us,Muhlenberg College,1950,1950,1,45,,5.6,,0.8,,,0.327,0.327,,0.689,
2164,1956,NBA,4,,BOS,Dan Swartz\swartda01,21.134,F,us,Morehead State University,1963,1963,1,39,8.6,4.5,2.3,0.5,,,0.38,0.38,,0.847,0.143
2165,1962,NBA,2,9,NYK,John Rudometkin\rudomjo01,21.298,F,us,USC,1963,1965,1,131,12.5,6.3,3.1,0.5,,,0.399,0.399,,0.743,0.03
2166,1963,NBA,1,5,STL,Gerry Ward\wardge01,21.241,G,,Boston College,1964,1967,1,169,12.1,3.2,1.7,1.4,,,0.356,0.356,,0.639,0.023
2167,1964,NBA,2,14,SFW,Bud Koper\koperbu01,21.274,G,us,Oklahoma City University,1965,1965,1,54,11.7,4.6,1.1,0.8,,,0.44,0.44,,0.833,0.078
2168,1966,NBA,2,19,PHI,Bill Melchionni\melchbi01,21.209,G,us,Villanova,1967,1968,1,144,10.1,4.4,1.4,1.4,,,0.412,0.412,,0.673,0.033
2169,1966,NBA,15,106,STL,Paul Long\longpa01,22.098,G,us,Wake Forest,1968,1971,1,71,6.1,3.9,0.8,0.8,,,0.464,0.464,,0.753,0.111
2170,1967,NBA,5,45,DET,Paul Long\longpa01,23.09,G,us,Wake Forest,1968,1971,1,71,6.1,3.9,0.8,0.8,,,0.464,0.464,,0.753,0.111
2171,1968,NBA,2,20,DET,Manny Leaks\leaksma01,22.195,C-F,us,Niagara University,1973,1974,1,135,25,8.3,6.8,0.9,0.1,0.3,0.391,0.391,,0.714,0.014
2172,1969,NBA,8,103,DET,Bob Arnzen\arnzebo01,21.161,F,us,Notre Dame,1971,1971,1,55,10.8,5.5,2.8,0.4,,,0.462,0.462,,0.865,0.082
2173,1972,NBA,3,42,PHO,Claude Terry\terrycl01,22.094,G-F,us,Stanford,1977,1978,1,72,9.9,4,0.8,0.9,0.4,0,0.467,0.467,,0.818,0.065
2174,1975,NBA,2,31,KCK,Glenn Hansen\hansegl01,23.043,G,us,LSU,1976,1978,1,112,12.9,5.3,2.2,0.8,0.5,0.1,0.412,0.412,,0.725,0.034
2175,1975,NBA,4,64,DET,Lindsay Hairston\hairsli01,23.178,F-C,us,Michigan State,1976,1976,1,47,13.9,5.8,3.8,0.4,0.4,0.7,0.456,0.456,,0.58,0.075
2176,1978,NBA,1,22,GSW,Raymond Townsend\townsra01,22.177,G,us,UCLA,1979,1982,1,154,13.1,4.8,1,1.4,0.6,0.1,0.411,0.423,0.171,0.703,0.023
2177,1979,NBA,3,48,DET,Terry Duerod\duerote01,22.336,G,us,Detroit Mercy,1980,1983,1,143,13.8,6.7,1.1,1.2,0.4,0.1,0.462,0.473,0.329,0.672,0.023
2178,1980,NBA,8,169,DAL,Clarence Kea\keacl01,21.134,F,us,Lamar,1981,1982,1,51,8.8,3.9,2.5,0.4,0.2,0.1,0.485,0.488,0,0.692,0.107
2179,1983,NBA,7,152,KCK,Dane Suttle\suttlda01,21.328,G,us,Pepperdine,1984,1985,1,46,10.7,5.9,1.1,1,0.5,0,0.507,0.516,0,0.857,0.093
2180,1987,NBA,1,16,PHI,Chris Welp\welpch01,23.177,C,de,Washington,1988,1990,1,109,10.8,3.3,2.4,0.4,0.3,0.5,0.446,0.447,0,0.681,0.042
2181,1989,NBA,1,24,PHO,Anthony Cook\cookan01,22.106,F-C,us,Arizona,1991,1996,1,116,12.9,3.6,3.7,0.3,0.4,0.8,0.439,0.446,0,0.524,0.033
2182,1990,NBA,1,24,SAS,Dwayne Schintzius\schindw01,21.261,C,us,Florida,1991,1999,1,217,9,2.7,2.5,0.4,0.1,0.5,0.404,0.408,0.125,0.638,0.024
2183,1991,NBA,1,26,CHI,Mark Randall\randama01,23.275,F,us,Kansas,1992,1995,1,127,7,2.6,1.3,0.4,0.2,0.1,0.443,0.488,0.154,0.722,0.054
2184,1991,NBA,2,49,SAS,Greg Sutton\suttogr01,23.211,G,us,Oral Roberts,1992,1996,1,168,11.6,4.5,0.9,1.7,0.5,0.1,0.396,0.426,0.361,0.743,0.024
2185,1992,NBA,2,45,SEA,Chris King\kingch01,22.341,F,us,Wake Forest,1994,1999,1,103,20,6.7,3,1.1,0.7,0.3,0.423,0.433,0.383,0.633,0.023
2186,1993,NBA,2,52,SAC,Mike Peplowski\peplomi01,22.264,C,us,Michigan State,1994,1996,1,68,10.4,2.9,2.6,0.4,0.3,0.4,0.556,0.56,0,0.531,0.067
2187,1998,NBA,2,45,LAL,Toby Bailey\baileto01,22.223,G,us,UCLA,1999,2000,1,73,9.6,3.3,1.7,0.6,0.3,0.1,0.407,0.422,0.2,0.692,0.072
2188,2001,NBA,2,34,ATL,Terence Morris\morrite01,22.173,F,us,Maryland,2002,2006,1,139,13.9,3.4,2.7,0.7,0.3,0.4,0.407,0.465,0.196,0.711,0.025
2189,2002,NBA,1,18,ORL,Curtis Borchardt\borchcu01,21.291,C,us,Stanford,2004,2005,1,83,13.5,3.1,3.3,0.8,0.2,0.6,0.421,0.423,0,0.742,0.041
2190,2002,NBA,2,33,DEN,Vincent Yarbrough\yarbrvi01,21.102,G-F,us,Tennessee,2003,2003,1,59,23.4,6.9,2.7,2.2,1,0.6,0.393,0.42,0.269,0.79,0.035
2191,2010,NBA,1,29,ORL,Daniel Orton\ortonda01,19.327,C-F,us,Kentucky,2012,2014,1,51,10.6,2.8,2.5,0.5,0.4,0.5,0.485,0.49,0,0.597,0.093
2192,2012,NBA,1,13,PHO,Kendall Marshall\marshke01,20.319,G,us,UNC,2013,2016,1,160,19.3,5,1.6,4.9,0.7,0.1,0.399,0.422,0.37,0.611,0.015
2193,2014,NBA,2,51,NYK,Thanasis Antetokounmpo\antetth01,21.348,F,gr,,2016,2021,1,70,9,3.1,2,0.8,0.4,0.2,0.522,0.601,0.2,0.446,0.075
2194,2017,NBA,2,41,ATL,Tyler Dorsey\dorsety01,21.13,G,us,Oregon,2018,2019,1,104,16.1,6.7,2.3,1.3,0.3,0.1,0.389,0.429,0.35,0.669,0.03
2195,2017,NBA,2,48,MIL,Sindarius Thornwell\thornsi01,22.225,G,us,South Carolina,2018,2021,1,153,10.3,2.5,1.3,0.6,0.4,0.2,0.414,0.44,0.348,0.672,0.031
2196,2017,NBA,2,53,BOS,Kadeem Allen\allenka01,24.164,G,us,Arizona,2018,2020,1,47,13.6,5.5,1.5,2.3,0.5,0.2,0.435,0.472,0.349,0.757,0.075
2197,2018,NBA,1,22,CHI,Chandler Hutchison\hutchch01,22.061,G,us,Boise State,2019,2021,1,86,18.7,5.8,4,0.8,0.6,0.2,0.444,0.49,0.294,0.62,0.03
2198,2020,NBA,1,21,PHI,Tyrese Maxey\maxeyty01,20.019,G,us,Kentucky,2021,2021,1,51,14.8,7.4,1.5,1.6,0.4,0.2,0.447,0.506,0.262,0.86,0.062
2199,1949,BAA,5,,PRO,Ray Corley\corlera01,21.072,G,us,Georgetown,1950,1953,0.9,102,0.6,4.3,0.8,1.7,,,0.304,0.304,,0.601,0.666
2200,1950,NBA,3,,WSC,Alan Sawyer\sawyeal01,22.12,F,us,UCLA,1951,1951,0.9,33,,6.6,3.7,0.8,,,0.37,0.37,,0.86,
2201,1952,NBA,,,INO,Gene Rhodes\rhodege01,24.243,G,us,Western Kentucky,1953,1953,0.9,65,17.9,5.2,1.5,1.4,,,0.319,0.319,,0.704,0.037
2202,1957,NBA,9,67,PHW,Steve Hamilton\hamilst01,22.144,F-C,us,Morehead State University,1959,1960,0.9,82,13.3,4.5,3.4,0.5,,,0.372,0.372,,0.697,0.04
2203,1958,NBA,2,8,MNL,Steve Hamilton\hamilst01,23.149,F-C,us,Morehead State University,1959,1960,0.9,82,13.3,4.5,3.4,0.5,,,0.372,0.372,,0.697,0.04
2204,1965,NBA,,,DET,Bill Buntin\buntibi01,23.007,C-F,us,Michigan,1966,1966,0.9,42,17,7.7,6,0.9,,,0.395,0.395,,0.615,0.062
2205,1973,NBA,2,20,KCO,Mike D'Antoni\dantomi01,21.357,G,us,Marshall,1974,1977,0.9,130,14.3,3.3,1.4,1.9,1.2,0.2,0.392,0.392,,0.736,0.023
2206,1975,NBA,2,22,MIL,Clyde Mayes\mayescl01,22.078,F,us,Furman University,1976,1977,0.9,74,13.5,4,3.8,0.5,0.1,0.6,0.446,0.446,,0.567,0.044
2207,1977,NBA,2,30,CHI,Steve Sheppard\sheppst01,23.087,F,us,Maryland,1978,1979,0.9,106,9.2,3.5,1.7,0.6,0.2,0,0.459,0.459,,0.633,0.045
2208,1978,NBA,1,13,NJN,Winford Boynes\boynewi01,21.028,G-F,us,San Francisco,1979,1981,0.9,177,17.1,8.4,2.1,1.2,0.7,0.2,0.435,0.436,0,0.783,0.014
2209,1980,NBA,2,45,DET,Brad Branson\bransbr01,21.265,C-F,us,SMU,1982,1983,0.9,72,11.9,5.4,2.9,0.7,0.4,0.4,0.422,0.423,0,0.725,0.053
2210,1982,NBA,1,23,BOS,Darren Tillis\tillida01,22.132,C-F,us,Cleveland State University,1983,1984,0.9,124,10.1,3.4,2.5,0.3,0.2,0.7,0.423,0.426,0,0.626,0.036
2211,1982,NBA,3,69,BOS,Perry Moss\mosspe01,23.236,G,us,Northeastern University,1986,1987,0.9,136,12.6,3.9,1.5,1.5,0.7,0.1,0.415,0.439,0.174,0.722,0.025
2212,1983,NBA,2,27,CLE,John Garris\garrijo01,24.028,F,us,Boston College,1984,1984,0.9,33,8.1,4,2.3,0.3,0.2,0.2,0.51,0.51,,0.794,0.166
2213,1986,NBA,1,6,PHO,William Bedford\bedfowi01,22.191,C,us,Memphis,1987,1993,0.9,238,10.6,4.1,2.4,0.5,0.2,0.5,0.416,0.418,0.318,0.605,0.017
2214,1989,NBA,2,50,NYK,Brian Quinnett\quinnbr01,23.034,F,us,Washington State,1990,1992,0.9,138,11.1,3.4,1.6,0.6,0.3,0.2,0.414,0.434,0.326,0.677,0.027
