Rk,Year,Lg,Rd,Pk,Tm,Player,Age,Pos,Born,College,From,To,WS,G,MP,PTS,TRB,AST,STL,BLK,FG%,2P%,3P%,FT%,WS/48
141,2011,NBA,1,30,CHI,Jimmy Butler\butleji01,21.287,F-G,us,Marquette,2012,2021,82.8,625,33.1,17.3,5.2,4,1.6,0.5,0.457,0.491,0.327,0.837,0.192
142,1976,NBA,2,29,SEA,Dennis Johnson\johnsde01,21.269,G,us,Pepperdine,1977,1990,82.6,1100,32.7,14.1,3.9,5,1.3,0.6,0.445,0.455,0.172,0.797,0.11
143,1996,NBA,1,14,SAC,Peja Stojaković\stojape01,19.022,F,hr,,1999,2011,82.6,804,33.5,17,4.7,1.8,0.9,0.1,0.45,0.484,0.401,0.895,0.147
144,2008,NBA,1,5,MEM,Kevin Love\loveke01,19.297,F,us,UCLA,2009,2021,82.6,730,31.8,18.1,11,2.4,0.7,0.4,0.442,0.48,0.37,0.828,0.171
145,2011,NBA,1,15,IND,Kawhi Leonard\leonaka01,19.364,F,us,San Diego State,2012,2021,82.6,570,31.3,19.3,6.4,2.9,1.8,0.6,0.494,0.536,0.384,0.857,0.222
146,1970,NBA,8,122,DET,Dan Issel\isselda01,21.154,C-F,us,Kentucky,1977,1985,82.3,718,31.1,20.4,7.9,2.5,1,0.6,0.506,0.508,0.253,0.797,0.177
147,1984,NBA,1,11,ATL,Kevin Willis\willike02,21.292,F-C,us,Michigan State,1985,2007,81.8,1424,26.9,12.1,8.4,0.9,0.7,0.5,0.487,0.491,0.211,0.713,0.102
148,1996,NBA,1,2,TOR,Marcus Camby\cambyma01,22.102,C-F,us,UMass,1997,2013,81.6,973,29.5,9.5,9.8,1.9,1,2.4,0.466,0.469,0.205,0.67,0.137
149,1982,NBA,1,1,LAL,James Worthy\worthja01,21.127,F,us,UNC,1983,1994,81.2,926,32.4,17.6,5.1,3,1.1,0.7,0.521,0.532,0.241,0.769,0.13
150,2001,NBA,1,19,POR,Zach Randolph\randoza01,19.351,F-C,us,Michigan State,2002,2018,81.1,1116,31,16.6,9.1,1.8,0.7,0.3,0.471,0.481,0.273,0.764,0.112
151,1966,NBA,1,4,STL,Lou Hudson\hudsolo01,21.309,F-G,us,Minnesota,1967,1979,81,890,33.5,20.2,4.4,2.7,0.6,0.1,0.489,0.489,,0.797,0.131
152,1981,NBA,1,2,DET,Isiah Thomas\thomais01,20.045,G,us,Indiana,1982,1994,80.7,979,36.3,19.2,3.6,9.3,1.9,0.3,0.452,0.468,0.29,0.759,0.109
153,1969,NBA,4,45,MIL,Bob Dandridge\dandrbo01,21.149,F-G,us,Norfolk State,1970,1982,80.3,839,35.2,18.5,6.8,3.4,0.8,0.4,0.484,0.484,0.167,0.78,0.131
154,2002,NBA,2,35,CLE,Carlos Boozer\boozeca01,20.223,F-C,de,Duke,2003,2015,80.3,861,31.2,16.2,9.5,2.2,0.9,0.4,0.521,0.522,0.071,0.722,0.143
155,1964,NBA,2,10,STL,Paul Silas\silaspa01,20.302,F-C,us,Creighton,1965,1980,79.9,1254,27.9,9.4,9.9,2.1,0.3,0.1,0.432,0.432,,0.673,0.11
156,1977,NBA,1,3,MIL,Marques Johnson\johnsma01,21.128,F-G,us,UCLA,1978,1990,79.8,691,34.3,20.1,7,3.6,1.3,0.8,0.518,0.521,0.152,0.739,0.162
157,2007,NBA,1,4,MEM,Mike Conley\conlemi01,19.265,G,us,Ohio State,2008,2021,79.7,883,32.3,14.9,3,5.7,1.4,0.2,0.439,0.469,0.378,0.821,0.134
158,1988,NBA,1,5,GSW,Mitch Richmond\richmmi01,23.004,G,us,Kansas State,1989,2002,79.3,976,35.2,21,3.9,3.5,1.2,0.3,0.455,0.474,0.388,0.85,0.111
159,1981,NBA,1,8,SDC,Tom Chambers\chambto01,21.359,F-C,us,Utah,1982,1998,79,1107,30.6,18.1,6.1,2.1,0.8,0.6,0.468,0.476,0.307,0.807,0.112
160,1977,NBA,1,12,BOS,Cedric Maxwell\maxwece01,21.207,F,us,UNC Charlotte,1978,1988,78.5,835,28.5,12.5,6.3,2.2,0.8,0.5,0.546,0.547,0.053,0.784,0.159
161,1988,NBA,1,14,PHO,Dan Majerle\majerda01,22.298,G-F,us,Central Michigan University,1989,2002,78.5,955,31.6,11.4,4.5,2.9,1.3,0.4,0.431,0.482,0.358,0.741,0.125
162,1947,BAA,,,BLB,Harry Gallatin\gallaha01,20.071,F-C,us,Truman State University,1949,1958,78.4,682,23.2,13,9.8,1.8,,,0.398,0.398,,0.773,0.238
163,1948,BAA,,,NYK,Harry Gallatin\gallaha01,21.02,F-C,us,Truman State University,1949,1958,78.4,682,23.2,13,9.8,1.8,,,0.398,0.398,,0.773,0.238
164,1963,NBA,1,3,SFW,Nate Thurmond\thurmna01,21.284,C-F,us,Bowling Green,1964,1977,78,964,37.2,15,15,2.7,0.1,0.6,0.421,0.421,,0.667,0.104
165,1996,NBA,1,4,MIL,Stephon Marbury\marbust01,19.131,G,us,Georgia Tech,1997,2009,77.5,846,37.7,19.3,3,7.6,1.2,0.1,0.433,0.465,0.325,0.784,0.117
166,1967,NBA,1,2,BAL,Earl Monroe\monroea01,22.168,G,us,Winston-Salem State,1968,1980,77.4,926,32,18.8,3,3.9,0.5,0.1,0.464,0.464,,0.807,0.125
167,2005,NBA,1,3,UTA,Deron Williams\willide01,21.007,G,us,Illinois,2006,2017,77.3,845,34.2,16.3,3.1,8.1,1,0.2,0.445,0.482,0.357,0.822,0.129
168,1999,NBA,1,4,LAC,Lamar Odom\odomla01,19.241,F,us,Rhode Island,2000,2013,77,961,33.4,13.3,8.4,3.7,0.9,0.9,0.463,0.502,0.312,0.693,0.115
169,1977,NBA,1,5,PHO,Walter Davis\daviswa03,22.28,G-F,us,UNC,1978,1992,76.9,1033,27.9,18.9,3,3.8,1.2,0.1,0.511,0.521,0.272,0.851,0.128
170,2009,NBA,1,1,LAC,Blake Griffin\griffbl01,20.106,F,us,Oklahoma,2011,2021,76.5,657,34.4,21.1,8.6,4.4,0.9,0.5,0.495,0.52,0.332,0.695,0.162
171,1965,NBA,,,LAL,Gail Goodrich\goodrga01,22.019,G,us,UCLA,1966,1979,76.3,1031,32.5,18.6,3.2,4.7,0.5,0.1,0.456,0.456,,0.807,0.109
172,2005,NBA,1,30,NYK,David Lee\leeda02,22.066,F,us,Florida,2006,2017,76,829,29.3,13.5,8.8,2.2,0.8,0.4,0.535,0.537,0.034,0.772,0.15
173,2001,NBA,1,6,MEM,Shane Battier\battish01,22.297,F,us,Duke,2002,2014,75.7,977,30.7,8.6,4.2,1.8,1,0.9,0.437,0.486,0.384,0.743,0.121
174,1980,NBA,1,11,DAL,Kiki Vandeweghe\vandeki01,21.319,F,de,UCLA,1981,1993,75.6,810,30.3,19.7,3.4,2.1,0.6,0.3,0.525,0.533,0.368,0.872,0.148
175,1981,NBA,1,9,DAL,Rolando Blackman\blackro01,22.109,G,pa,Kansas State,1982,1994,75.6,980,32.7,18,3.3,3,0.7,0.3,0.493,0.501,0.343,0.84,0.113
176,1977,NBA,1,7,NJN,Bernard King\kingbe01,20.193,F,us,Tennessee,1978,1993,75.4,874,33.7,22.5,5.8,3.3,1,0.3,0.518,0.521,0.172,0.73,0.123
177,1999,NBA,1,24,UTA,Andrei Kirilenko\kirilan01,18.136,F,ru,,2002,2015,75.4,797,30,11.8,5.5,2.7,1.4,1.8,0.474,0.51,0.31,0.754,0.151
178,2010,NBA,1,10,IND,Paul George\georgpa01,20.058,F,us,Fresno State,2011,2021,75.3,698,33.5,20.2,6.4,3.5,1.7,0.4,0.437,0.473,0.385,0.849,0.155
179,1965,NBA,2,10,NYK,Dick Van Arsdale\vanardi01,22.079,G-F,us,Indiana,1966,1977,75.2,921,34.5,16.4,4.1,3.3,0.3,0,0.464,0.464,,0.79,0.114
180,1983,NBA,1,4,SDC,Byron Scott\scottby01,22.097,G,us,Arizona State,1984,1997,75.2,1073,28.1,14.1,2.8,2.5,1.1,0.3,0.482,0.505,0.37,0.833,0.12
181,1953,NBA,3,,BOS,Cliff Hagan\hagancl01,21.142,F-G,us,Kentucky,1957,1966,75.1,745,29.2,18,6.9,3,,,0.45,0.45,,0.798,0.166
182,1955,NBA,2,8,ROC,Jack Twyman\twymaja01,20.342,F-G,us,Cincinnati,1956,1966,75,823,31.8,19.2,6.6,2.3,,,0.45,0.45,,0.778,0.138
183,1964,NBA,2,8,NYK,Willis Reed\reedwi01,21.319,C-F,us,Grambling State University,1965,1974,74.9,650,35.5,18.7,12.9,1.8,0,0,0.476,0.476,,0.747,0.156
184,1962,NBA,3,17,CHZ,Don Nelson\nelsodo01,21.32,F,us,Iowa,1963,1976,74.6,1053,20.6,10.3,4.9,1.4,0.1,0,0.48,0.48,,0.765,0.165
185,1984,NBA,1,14,LAC,Michael Cage\cagemi01,22.148,F-C,us,San Diego State,1985,2000,74.4,1140,26.1,7.3,7.6,0.9,0.9,0.6,0.515,0.517,0,0.664,0.12
186,1950,NBA,1,5,CHS,Larry Foust\foustla01,21.31,C-F,us,La Salle,1951,1962,74.3,817,26.8,13.7,9.8,1.7,,,0.405,0.405,,0.741,0.163
187,2004,NBA,1,7,PHO,Luol Deng\denglu01,19.074,F,ss,Duke,2005,2019,74,902,34.3,14.8,6.1,2.3,1,0.5,0.456,0.482,0.332,0.769,0.115
188,2009,NBA,1,9,TOR,DeMar DeRozan\derozde01,19.327,G-F,us,USC,2010,2021,74,870,34.1,20.1,4.4,3.8,1,0.3,0.46,0.478,0.281,0.833,0.12
189,1974,NBA,1,5,HOU,Bobby Jones\jonesbo01,22.167,F,us,UNC,1977,1986,73.7,774,26.1,11.5,5.5,2.4,1.4,1.3,0.55,0.552,0,0.78,0.175
190,1975,NBA,1,4,PHO,Alvan Adams\adamsal01,20.319,C-F,us,Oklahoma,1976,1988,73.5,988,27.5,14.1,7,4.1,1.3,0.8,0.498,0.498,0.133,0.788,0.13
191,2003,NBA,2,51,NJN,Kyle Korver\korveky01,22.106,G-F,us,Creighton,2004,2020,73.4,1232,25.3,9.7,3,1.7,0.7,0.3,0.442,0.464,0.429,0.877,0.113
192,2002,NBA,1,7,NYK,Nenê Hilário\hilarne01,19.291,F-C,br,,2003,2019,73.3,965,26.2,11.3,6,1.8,1.1,0.7,0.548,0.551,0.132,0.66,0.139
193,1998,NBA,1,2,VAN,Mike Bibby\bibbymi01,20.047,G,us,Arizona,1999,2012,73.2,1001,33.9,14.7,3.1,5.5,1.2,0.1,0.436,0.463,0.379,0.802,0.104
194,2013,NBA,1,15,MIL,Giannis Antetokounmpo\antetgi01,18.208,F-G,gr,,2014,2021,73.1,579,32.6,20.8,9.1,4.5,1.2,1.3,0.531,0.575,0.287,0.717,0.186
195,2013,NBA,1,27,DEN,Rudy Gobert\goberru01,21.006,C,fr,,2014,2021,73.1,533,29.7,12,11.2,1.4,0.7,2.2,0.644,0.645,0,0.629,0.222
196,1979,NBA,1,3,NYK,Bill Cartwright\cartwbi01,21.335,C,us,San Francisco,1980,1995,72.8,963,28.5,13.2,6.3,1.4,0.5,0.7,0.525,0.525,0,0.771,0.127
197,1982,NBA,1,18,DET,Ricky Pierce\piercri01,22.32,G,us,Rice University,1983,1998,72.2,969,24.4,14.9,2.4,1.9,0.8,0.2,0.493,0.509,0.322,0.875,0.146
198,1989,NBA,1,12,NJN,Mookie Blaylock\blaylmo01,22.105,G,us,Oklahoma,1990,2002,71.8,889,34.9,13.5,4.1,6.7,2.3,0.3,0.409,0.445,0.336,0.736,0.111
199,1981,NBA,2,31,BOS,Danny Ainge\aingeda01,22.09,G,us,BYU,1982,1995,71.5,1042,26.6,11.5,2.7,4,1.1,0.1,0.469,0.502,0.378,0.846,0.124
200,1974,NBA,1,11,GSW,Jamaal Wilkes\wilkeja01,21.031,F-G,us,UCLA,1975,1986,71.3,828,32.9,17.7,6.2,2.5,1.3,0.3,0.499,0.501,0.135,0.759,0.125
201,1996,NBA,1,3,VAN,Shareef Abdur-Rahim\abdursh01,19.202,F,us,California,1997,2008,71.2,830,34.8,18.1,7.5,2.5,1,0.8,0.472,0.48,0.297,0.81,0.118
202,1986,NBA,2,25,DAL,Mark Price\pricema01,22.128,G,us,Georgia Tech,1987,1998,71.1,722,29.9,15.2,2.6,6.7,1.2,0.1,0.472,0.501,0.402,0.904,0.158
203,2004,NBA,1,15,BOS,Al Jefferson\jeffeal01,19.176,C-F,us,,2005,2018,71,915,28.7,15.7,8.4,1.5,0.7,1.2,0.499,0.501,0.121,0.711,0.13
204,1952,NBA,1,9,MNL,Clyde Lovellette\lovelcl01,22.237,C-F,us,Kansas,1954,1964,70.6,704,27.1,17,9.5,1.6,,,0.443,0.443,,0.757,0.178
205,1985,NBA,2,45,CLE,Hot Rod Williams\williho01,22.319,F-C,us,Tulane,1987,1999,70.5,887,29.7,11,6.8,1.8,0.8,1.6,0.48,0.481,0.105,0.726,0.129
206,1995,NBA,1,15,DEN,Brent Barry\barrybr01,23.185,G,us,Oregon State,1996,2009,70.5,912,25.9,9.3,3,3.2,1,0.3,0.46,0.525,0.405,0.823,0.143
207,2008,NBA,1,24,SEA,Serge Ibaka\ibakase01,18.286,F-C,cg,,2010,2021,70.5,847,28.4,12.5,7.3,0.8,0.4,2,0.514,0.549,0.36,0.759,0.141
208,1970,NBA,1,2,SDR,Rudy Tomjanovich\tomjaru01,21.124,F,us,Michigan,1971,1981,70.4,768,33.5,17.4,8.1,2,0.5,0.2,0.501,0.504,0.262,0.784,0.131
209,1964,NBA,4,33,CIN,Happy Hairston\hairsha01,21.344,F,us,NYU,1965,1975,70,776,31.4,14.8,10.3,1.6,0.1,0,0.478,0.478,,0.741,0.138
210,1995,NBA,1,2,LAC,Antonio McDyess\mcdyean01,20.299,F-C,us,Alabama,1996,2011,69.8,1015,27.6,12,7.5,1.3,0.8,1.1,0.497,0.499,0.117,0.67,0.119
211,2008,NBA,1,10,NJN,Brook Lopez\lopezbr01,20.091,C,us,Stanford,2009,2021,69.8,844,30.3,16.5,6.3,1.5,0.6,1.8,0.493,0.524,0.342,0.795,0.131
212,1991,NBA,1,1,CHH,Larry Johnson\johnsla02,22.109,F,us,UNLV,1992,2001,69.7,707,36.3,16.2,7.5,3.3,0.7,0.4,0.484,0.505,0.332,0.766,0.13
213,1984,NBA,2,46,POR,Jerome Kersey\kerseje01,21.364,F,us,Longwood University,1985,2001,69.5,1153,24.4,10.3,5.5,1.9,1.2,0.7,0.465,0.472,0.201,0.69,0.119
214,1954,NBA,2,17,NYK,Richie Guerin\gueriri01,21.335,G,us,Iona College,1957,1970,69.2,848,32.4,17.3,5,5,,,0.416,0.416,,0.78,0.121
215,1974,NBA,2,25,ATL,John Drew\drewjo01,19.245,F-G,us,Gardner-Webb University,1975,1985,68.9,739,29.5,20.7,6.9,1.7,1.4,0.3,0.47,0.472,0.175,0.748,0.152
216,1966,NBA,1,2,DET,Dave Bing\bingda01,22.174,G,us,Syracuse,1967,1978,68.8,901,36.4,20.3,3.8,6,0.5,0.1,0.441,0.441,,0.775,0.101
217,1959,NBA,1,4,SYR,Dick Barnett\barnedi01,22.185,G-F,us,Tennessee State,1960,1974,68.7,971,29.8,15.8,2.9,2.8,0,0,0.456,0.456,,0.761,0.114
218,1983,NBA,2,31,ATL,Doc Rivers\riverdo01,21.263,G,us,Marquette,1984,1996,68.2,864,27.3,10.9,3,5.7,1.8,0.4,0.444,0.465,0.328,0.784,0.139
219,1975,NBA,2,20,GSW,Gus Williams\willigu01,21.236,G,us,USC,1976,1987,67.9,825,31.1,17.1,2.7,5.6,2,0.4,0.461,0.469,0.238,0.756,0.127
220,1981,NBA,1,1,DAL,Mark Aguirre\aguirma01,21.187,F-G,us,DePaul,1982,1994,67.8,923,30,20,5,3.1,0.7,0.3,0.484,0.5,0.312,0.741,0.117
221,1972,NBA,1,10,BOS,Paul Westphal\westppa01,21.137,G,us,USC,1973,1984,67.7,823,25.5,15.6,1.9,4.4,1.2,0.3,0.504,0.508,0.275,0.82,0.155
222,1975,NBA,2,23,PHI,World B. Free\freewo01,21.176,G,us,Guilford College,1976,1988,67.7,886,30.4,20.3,2.7,3.7,1,0.3,0.456,0.461,0.337,0.753,0.121
223,2011,NBA,1,1,CLE,Kyrie Irving\irvinky01,19.096,G,au,Duke,2012,2021,67.7,573,33.9,22.8,3.8,5.8,1.3,0.4,0.469,0.505,0.39,0.88,0.167
224,1978,NBA,1,9,CHI,Reggie Theus\theusre01,20.244,G,us,UNLV,1979,1991,66.9,1026,33.7,18.5,3.3,6.3,1.2,0.2,0.471,0.486,0.252,0.826,0.093
225,2008,NBA,1,26,SAS,George Hill\hillge01,22.059,G,us,IUPUI,2009,2021,66.5,803,27.6,11.1,3.1,3.2,0.9,0.3,0.458,0.501,0.384,0.803,0.144
226,1992,NBA,1,11,HOU,Robert Horry\horryro01,21.309,F,us,Alabama,1993,2008,66.3,1107,24.5,7,4.8,2.1,1,0.9,0.425,0.469,0.341,0.726,0.118
227,1996,NBA,1,20,CLE,Zydrunas Ilgauskas\ilgauzy01,21.027,C,lt,,1998,2011,66.3,843,27.2,13,7.3,1.1,0.5,1.6,0.476,0.478,0.31,0.78,0.139
228,1996,NBA,1,17,POR,Jermaine O'Neal\onealje01,17.261,C-F,us,,1997,2014,66,1011,27.1,13.2,7.2,1.4,0.5,1.8,0.467,0.469,0.147,0.715,0.116
229,2007,NBA,1,12,PHI,Thaddeus Young\youngth01,19.011,F,us,Georgia Tech,2008,2021,66,1021,30,13.1,5.9,1.8,1.4,0.4,0.502,0.527,0.332,0.668,0.103
230,1991,NBA,1,11,CLE,Terrell Brandon\brandte01,21.042,G,us,Oregon,1992,2002,65.9,724,29.8,13.8,3,6.1,1.6,0.3,0.448,0.462,0.355,0.873,0.147
231,2002,NBA,1,1,HOU,Yao Ming\mingya01,21.292,C,cn,,2003,2011,65.9,486,32.5,19,9.2,1.6,0.4,1.9,0.524,0.525,0.2,0.833,0.2
232,1986,NBA,1,8,CLE,Ron Harper\harpero01,22.154,G-F,us,Miami University,1987,2001,65.8,1009,30.9,13.8,4.3,3.9,1.7,0.7,0.446,0.474,0.289,0.72,0.101
233,1981,NBA,2,29,KCK,Eddie Johnson\johnsed03,22.045,F-G,us,Illinois,1982,1999,65.6,1199,27.2,16,4,2.1,0.6,0.2,0.472,0.488,0.335,0.84,0.097
234,2005,NBA,2,45,PHI,Lou Williams\willilo02,18.249,G,us,,2006,2021,65.3,1057,24.7,14.4,2.2,3.5,0.9,0.2,0.42,0.457,0.351,0.841,0.12
235,1975,NBA,2,28,CLE,Dan Roundfield\roundda01,22.008,F-C,us,Central Michigan University,1977,1987,65.2,746,31.4,15.2,9.7,2.2,0.9,1.5,0.485,0.487,0.115,0.738,0.134
236,1986,NBA,1,1,CLE,Brad Daugherty\daughbr01,20.246,C,us,UNC,1987,1994,65.2,548,36.5,19,9.5,3.7,0.8,0.7,0.532,0.533,0.143,0.747,0.156
237,2005,NBA,1,2,ATL,Marvin Williams\willima02,19.014,F,us,UNC,2006,2020,65.1,1072,28.1,10.2,5.2,1.3,0.8,0.5,0.443,0.482,0.361,0.808,0.104
238,1992,NBA,1,3,MIN,Christian Laettner\laettch01,22.317,F-C,us,Duke,1993,2005,64.9,868,29.7,12.8,6.7,2.6,1.1,0.8,0.48,0.49,0.261,0.82,0.121
239,1966,NBA,4,37,LAL,Archie Clark\clarkar01,24.306,G,us,Minnesota,1967,1976,64.7,725,32.5,16.3,3.3,4.8,0.3,0,0.48,0.48,,0.769,0.132
240,1990,NBA,1,1,NJN,Derrick Coleman\colemde01,23.012,F-C,us,Syracuse,1991,2005,64.3,781,33.2,16.5,9.3,2.5,0.8,1.3,0.447,0.465,0.295,0.769,0.119
241,1959,NBA,1,1,CIN,Bob Boozer\boozebo01,21.344,F,us,Kansas State,1961,1971,64.2,874,29.2,14.8,8.1,1.4,,,0.462,0.462,,0.761,0.121
242,1995,NBA,1,10,MIA,Kurt Thomas\thomaku01,22.272,F,us,TCU,1996,2013,64.2,1110,24.5,8.1,6.6,1.1,0.7,0.8,0.486,0.487,0.281,0.76,0.114
243,1948,BAA,1,10,ROC,Bobby Wanzer\wanzebo01,26.347,G,us,Seton Hall,1949,1957,63.9,568,21.4,12.2,3.5,3.2,,,0.393,0.393,,0.802,0.253
244,1977,NBA,1,14,ATL,Tree Rollins\rollitr01,22,C,us,Clemson,1978,1995,63.9,1156,20.8,5.4,5.8,0.6,0.4,2.2,0.522,0.523,0,0.7,0.128
245,2006,NBA,1,11,ORL,J.J. Redick\redicjj01,22.009,G,us,Duke,2007,2021,63.8,934,25.6,12.9,2,2,0.4,0.1,0.447,0.482,0.415,0.892,0.128
246,2004,NBA,2,43,NYK,Trevor Ariza\arizatr01,18.364,F,us,UCLA,2005,2021,63.4,1084,29.7,10.5,4.8,2.2,1.5,0.3,0.423,0.483,0.352,0.732,0.095
247,2000,NBA,1,16,SAC,Hedo Türkoğlu\turkohe01,21.107,F,tr,,2001,2015,63.3,997,26.8,11.1,4,2.8,0.8,0.3,0.426,0.45,0.384,0.784,0.114
248,1965,NBA,1,5,PHI,Billy Cunningham\cunnibi01,21.343,F-C,us,UNC,1966,1976,63.2,654,34.3,20.8,10.1,4,0.2,0.1,0.446,0.446,,0.72,0.135
249,1971,NBA,1,6,SEA,Fred Brown\brownfr01,22.239,G,us,Iowa,1972,1984,63.2,963,25.4,14.6,2.7,3.3,1.2,0.2,0.478,0.48,0.373,0.858,0.124
250,1999,NBA,1,3,CHH,Baron Davis\davisba01,20.083,G,us,UCLA,2000,2012,63.1,835,34.2,16.1,3.8,7.2,1.8,0.4,0.409,0.456,0.32,0.711,0.106
251,2002,NBA,1,23,DET,Tayshaun Prince\princta01,22.124,F,us,Kentucky,2003,2016,63.1,1017,31,11.1,4.3,2.4,0.6,0.5,0.455,0.47,0.367,0.756,0.096
252,1964,NBA,1,5,STL,Jeff Mullins\mullije01,22.053,G-F,us,Duke,1965,1976,62.8,804,30.6,16.2,4.3,3.8,0.2,0,0.463,0.463,,0.814,0.123
253,1990,NBA,1,27,LAL,Elden Campbell\campbel01,21.344,C,us,Clemson,1991,2005,62.8,1044,24.7,10.3,5.9,1.1,0.7,1.5,0.46,0.461,0.054,0.699,0.117
254,1999,NBA,1,7,WAS,Richard Hamilton\hamilri01,21.141,G-F,us,UConn,2000,2013,62.8,921,32.1,17.1,3.1,3.4,0.8,0.1,0.449,0.463,0.346,0.852,0.102
255,1954,NBA,2,12,PHW,Larry Costello\costela01,22.302,G,us,Niagara University,1955,1968,62.7,706,30,12.2,3.8,4.6,,,0.438,0.438,,0.841,0.142
256,1991,NBA,1,2,NJN,Kenny Anderson\anderke01,20.265,G,us,Georgia Tech,1992,2005,62.5,858,30.1,12.6,3.1,6.1,1.5,0.1,0.421,0.436,0.346,0.79,0.116
257,1979,NBA,4,73,SEA,James Donaldson\donalja01,21.318,C,gb,Washington State,1981,1995,62.3,957,27.4,8.6,7.8,0.8,0.4,1.3,0.571,0.571,,0.732,0.114
258,1996,NBA,1,24,LAL,Derek Fisher\fishede01,21.327,G,us,Little Rock,1997,2014,62.3,1287,25.4,8.3,2.1,3,1.1,0.1,0.399,0.413,0.374,0.817,0.091
259,1999,NBA,1,13,SEA,Corey Maggette\maggeco01,19.235,F,us,Duke,2000,2013,62.2,827,28.2,16,4.9,2.1,0.7,0.2,0.453,0.478,0.324,0.822,0.128
260,1993,NBA,1,3,GSW,Anfernee Hardaway\hardaan01,21.353,G-F,us,Memphis,1994,2008,61.9,704,33.7,15.2,4.5,5,1.6,0.4,0.458,0.489,0.316,0.774,0.125
261,2007,NBA,1,9,CHI,Joakim Noah\noahjo01,22.128,C,us,Florida,2008,2020,61.9,672,27.7,8.8,9,2.8,0.8,1.3,0.491,0.493,0,0.7,0.159
262,2014,NBA,2,41,DEN,Nikola Jokić\jokicni01,19.132,C-F,rs,,2016,2021,61.9,441,29.9,18.2,9.8,5.9,1.1,0.7,0.532,0.582,0.349,0.831,0.226
263,1954,NBA,1,6,SYR,Red Kerr\kerrre01,21.286,C-F,us,Illinois,1955,1966,61.8,905,30.7,13.8,11.2,2.2,,,0.418,0.418,,0.723,0.107
264,1987,NBA,1,9,SEA,Derrick McKey\mckeyde01,20.26,F-C,us,Alabama,1988,2002,61.8,937,29.1,11,4.7,2.4,1.1,0.7,0.486,0.5,0.316,0.779,0.109
265,2012,NBA,1,9,DET,Andre Drummond\drumman01,18.327,C,us,UConn,2013,2021,61.8,633,30.9,14.5,13.8,1.4,1.4,1.5,0.537,0.544,0.135,0.469,0.152
266,1959,NBA,2,10,MNL,Rudy LaRusso\larusru01,21.145,F-C,us,Dartmouth College,1960,1969,61.4,736,33.3,15.6,9.4,2.1,,,0.431,0.431,,0.767,0.12
267,1971,NBA,2,30,BUF,Spencer Haywood\haywosp01,21.346,F-C,us,Detroit Mercy,1971,1983,61.4,760,33.7,19.2,9.3,1.8,0.5,0.8,0.465,0.465,0.125,0.8,0.115
268,2004,NBA,1,26,SAC,Kevin Martin\martike02,21.149,G,us,Western Carolina University,2005,2016,61.3,714,30.2,17.4,3.2,1.9,0.9,0.1,0.437,0.464,0.384,0.87,0.137
269,2005,NBA,2,57,PHO,Marcin Gortat\gortama01,21.137,C-F,pl,,2008,2019,61.3,806,25.7,9.9,7.9,1.1,0.5,1.1,0.551,0.553,0.15,0.68,0.142
270,1982,NBA,1,11,POR,Fat Lever\leverfa01,21.32,G,us,Arizona State,1983,1994,61.2,752,31.7,13.9,6,6.2,2.2,0.3,0.447,0.455,0.31,0.771,0.123
271,1999,NBA,1,16,CHI,Metta World Peace\artesro01,19.234,F,us,St. John's,2000,2017,61.1,991,31.7,13.2,4.5,2.7,1.7,0.5,0.414,0.447,0.339,0.715,0.093
272,1947,BAA,,,CHS,Andy Phillip\phillan01,25.122,G-F,us,Illinois,1948,1958,60.8,701,21.9,9.1,3.4,5.4,,,0.368,0.368,,0.695,0.19
273,1962,NBA,,,DET,Dave DeBusschere\debusda01,21.166,F-G,us,Detroit Mercy,1963,1974,60.8,875,35.7,16.1,11,2.9,0.1,0,0.432,0.432,,0.699,0.093
274,2000,NBA,1,5,ORL,Mike Miller\millemi01,20.135,F-G,us,Florida,2001,2017,60.7,1032,26.9,10.6,4.2,2.6,0.6,0.2,0.459,0.502,0.407,0.769,0.105
275,2000,NBA,1,8,CLE,Jamal Crawford\crawfja01,20.105,G,us,Michigan,2001,2020,60.7,1327,29.4,14.6,2.2,3.4,0.9,0.2,0.41,0.449,0.348,0.862,0.075
276,2006,NBA,1,21,PHO,Rajon Rondo\rondora01,20.131,G,us,Kentucky,2007,2021,60.5,909,30.4,10,4.6,8.1,1.6,0.1,0.457,0.482,0.319,0.608,0.105
277,1995,NBA,1,1,GSW,Joe Smith\smithjo02,19.342,F,us,Maryland,1996,2011,60.3,1030,26.2,10.9,6.4,1,0.6,0.8,0.455,0.458,0.238,0.79,0.107
278,1970,NBA,14,205,DET,Randy Smith\smithra01,21.106,G-F,us,Buffalo State,1972,1983,60.1,976,32.2,16.7,3.7,4.6,1.4,0.1,0.47,0.472,0.155,0.781,0.092
279,1971,NBA,7,104,BUF,Randy Smith\smithra01,22.112,G-F,us,Buffalo State,1972,1983,60.1,976,32.2,16.7,3.7,4.6,1.4,0.1,0.47,0.472,0.155,0.781,0.092
280,1988,NBA,2,33,MIA,Grant Long\longgr01,22.114,F,us,Eastern Michigan,1989,2003,60.1,1003,28.4,9.5,6.1,1.7,1.2,0.4,0.467,0.474,0.283,0.761,0.101
281,1956,NBA,,,BOS,Tom Heinsohn\heinsto01,21.253,F-C,us,Holy Cross,1957,1965,60,654,29.4,18.6,8.8,2,,,0.405,0.405,,0.79,0.15
